User_ID,Nickname,Data,Inicio,Duracao,Views,Likes,URL
42973126,Cerol,06/05/2021,20:35:14,8:36:39,644412,450,https://booyah.live/vods/13918649953452219904
42973126,Cerol,06/05/2021,00:52:54,3:35:37,623611,567,https://booyah.live/vods/13918040577561773568
42973126,Cerol,05/05/2021,20:24:38,4:26:05,452177,201,https://booyah.live/vods/13917902323025643008
42973126,Cerol,04/05/2021,20:02:10,8:55:17,698337,639,https://booyah.live/vods/13917148571599322624
42973126,Cerol,03/05/2021,19:46:10,9:13:04,674870,1047,https://booyah.live/vods/13916398158135000576
42973126,Cerol,01/05/2021,18:31:51,3:35:45,183882,517,https://booyah.live/vods/13914875513702499584
42973126,Cerol,29/04/2021,20:48:23,5:32:59,528959,1424,https://booyah.live/vods/13913461543838143744
42973126,Cerol,29/04/2021,02:46:06,2:54:56,101195,998,https://booyah.live/vods/13912903741184740608
42973126,Cerol,28/04/2021,20:03:02,6:38:52,668655,533,https://booyah.live/vods/13912695995629622528
42973126,Cerol,27/04/2021,19:48:11,10:00:03,958248,856,https://booyah.live/vods/13911946171825794304
42973126,Cerol,26/04/2021,19:31:56,10:26:33,1079959,916,https://booyah.live/vods/13911195630048998656
42973126,Cerol,24/04/2021,19:44:22,3:35:33,169357,694,https://booyah.live/vods/13909717698172087552
42973126,Cerol,22/04/2021,20:20:55,7:56:04,552240,931,https://booyah.live/vods/13908252192902495488
42973126,Cerol,21/04/2021,20:22:36,5:08:52,542766,1216,https://booyah.live/vods/13907510894264352000
42973126,Cerol,20/04/2021,20:23:37,8:11:15,490613,739,https://booyah.live/vods/13906769243724553472
42973126,Cerol,19/04/2021,20:12:10,8:09:52,531550,726,https://booyah.live/vods/13906021169725189376
42973126,Cerol,17/04/2021,18:39:50,3:25:51,269642,919,https://booyah.live/vods/13904489243969205504
42973126,Cerol,16/04/2021,20:40:57,7:52:37,648993,762,https://booyah.live/vods/13903809494418640128
42973126,Cerol,15/04/2021,20:09:52,8:46:25,653905,654,https://booyah.live/vods/13903051303220960512
42973126,Cerol,14/04/2021,20:12:18,8:40:12,694913,597,https://booyah.live/vods/13902310390945148160
42973126,Cerol,12/04/2021,20:54:57,8:43:52,626656,1274,https://booyah.live/vods/13900848031990915584
42973126,Cerol,11/04/2021,20:02:48,3:41:11,246041,1240,https://booyah.live/vods/13900078979676674560
42973126,Cerol,09/04/2021,20:43:14,7:55:45,466055,1023,https://booyah.live/vods/13898615479787913728
42973126,Cerol,08/04/2021,22:50:10,6:11:50,331373,767,https://booyah.live/vods/13897938732068063744
42973126,Cerol,07/04/2021,20:41:43,7:40:10,473639,952,https://booyah.live/vods/13897130359637979648
2873550,Nara Gomes,07/05/2021,13:20:35,0:15:27,1189,6,https://booyah.live/vods/13919168105470926336
2873550,Nara Gomes,07/05/2021,13:19:09,0:00:18,109,1,https://booyah.live/vods/13919167353574270464
2873550,Nara Gomes,07/05/2021,13:18:23,0:00:16,99,0,https://booyah.live/vods/13919166980072355328
2873550,Nara Gomes,07/05/2021,09:25:26,3:51:35,33323,2,https://booyah.live/vods/13919046918707170816
2873550,Nara Gomes,06/05/2021,09:32:05,4:19:34,41997,11,https://booyah.live/vods/13918308168058066432
2873550,Nara Gomes,05/05/2021,07:58:22,5:16:44,31147,27,https://booyah.live/vods/13917517696189009408
2873550,Nara Gomes,03/05/2021,08:35:40,5:05:47,31294,29,https://booyah.live/vods/13916052585938646528
2873550,Nara Gomes,03/05/2021,05:49:50,0:00:10,23,20,https://booyah.live/vods/13915967110016654848
2873550,Nara Gomes,28/04/2021,11:36:46,3:17:20,25687,46,https://booyah.live/vods/13912435071015398656
2873550,Nara Gomes,27/04/2021,08:47:52,4:17:43,129779,31,https://booyah.live/vods/13911605851703667968
2873550,Nara Gomes,26/04/2021,10:07:45,5:09:10,74076,33,https://booyah.live/vods/13910904853649140992
2873550,Nara Gomes,23/04/2021,20:49:05,2:12:16,4788,49,https://booyah.live/vods/13909008881155699968
2873550,Nara Gomes,22/04/2021,17:17:08,1:21:29,7701,35,https://booyah.live/vods/13908157472851588352
2873550,Nara Gomes,22/04/2021,16:42:22,0:32:36,22303,23,https://booyah.live/vods/13908139519947826432
2873550,Nara Gomes,22/04/2021,11:56:27,4:42:47,20413,20,https://booyah.live/vods/13907992193878709504
2873550,Nara Gomes,21/04/2021,08:05:05,6:05:17,22680,18,https://booyah.live/vods/13907130777964942592
2873550,Nara Gomes,19/04/2021,15:09:22,3:39:24,15227,21,https://booyah.live/vods/13905865106225353984
2873550,Nara Gomes,18/04/2021,10:00:36,3:11:04,19854,18,https://booyah.live/vods/13904963801340009728
2873550,Nara Gomes,17/04/2021,08:00:03,6:07:04,63827,26,https://booyah.live/vods/13904159504415507712
2873550,Nara Gomes,16/04/2021,08:29:47,6:05:46,77637,28,https://booyah.live/vods/13903432656052092160
2873550,Nara Gomes,15/04/2021,09:00:56,4:30:05,52257,30,https://booyah.live/vods/13902706537237396736
2873550,Nara Gomes,13/04/2021,08:14:32,4:40:37,58072,58,https://booyah.live/vods/13901198284854913536
2873550,Nara Gomes,12/04/2021,11:51:53,2:17:23,12268,53,https://booyah.live/vods/13900568141874706944
2873550,Nara Gomes,12/04/2021,09:07:30,2:43:29,17394,21,https://booyah.live/vods/13900483413384825344
2873550,Nara Gomes,12/04/2021,07:33:38,1:30:40,894,21,https://booyah.live/vods/13900435035066604032
2873550,Nara Gomes,11/04/2021,11:43:42,2:10:20,10541,45,https://booyah.live/vods/13899821748750588416
2873550,Nara Gomes,11/04/2021,08:51:35,2:30:00,22678,23,https://booyah.live/vods/13899733042744447488
2873550,Nara Gomes,10/04/2021,11:43:32,6:01:11,41375,27,https://booyah.live/vods/13899079494012150272
2873550,Nara Gomes,10/04/2021,11:41:45,0:00:20,64,16,https://booyah.live/vods/13899078570191360512
2873550,Nara Gomes,08/04/2021,06:51:13,5:41:34,40668,50,https://booyah.live/vods/13897444488386996736
2887860,BlackN444,07/05/2021,12:33:37,1:37:28,27371,75,https://booyah.live/vods/13919143900074823168
2887860,BlackN444,07/05/2021,09:15:28,3:16:51,23887,27,https://booyah.live/vods/13919041781892204032
2887860,BlackN444,07/05/2021,06:24:04,2:47:18,17238,44,https://booyah.live/vods/13918953442007029248
2887860,BlackN444,06/05/2021,20:48:09,3:37:40,30956,56,https://booyah.live/vods/13918656616179592704
2887860,BlackN444,06/05/2021,00:52:54,2:52:41,43382,133,https://booyah.live/vods/13918040578954309120
2887860,BlackN444,05/05/2021,21:19:12,3:32:10,38426,110,https://booyah.live/vods/13917930448912580096
2887860,BlackN444,29/04/2021,21:49:23,2:57:26,30882,662,https://booyah.live/vods/13913492982369873152
2887860,BlackN444,28/04/2021,19:35:37,4:44:59,55907,237,https://booyah.live/vods/13912681865422159104
2887860,BlackN444,27/04/2021,19:26:59,3:25:10,42204,205,https://booyah.live/vods/13911935245613636864
2887860,BlackN444,26/04/2021,17:53:14,4:09:58,64635,215,https://booyah.live/vods/13911144762914620672
2887860,BlackN444,24/04/2021,21:20:23,2:52:11,24462,218,https://booyah.live/vods/13909767184978855168
2887860,BlackN444,24/04/2021,18:54:52,2:24:00,21976,91,https://booyah.live/vods/13909692181218120960
2887860,BlackN444,23/04/2021,19:11:32,4:41:43,44791,173,https://booyah.live/vods/13908958603303906560
2887860,BlackN444,22/04/2021,17:46:01,4:16:37,39868,193,https://booyah.live/vods/13908172357975000320
2887860,BlackN444,21/04/2021,21:48:07,3:44:40,30406,157,https://booyah.live/vods/13907554969127013632
2887860,BlackN444,20/04/2021,19:56:42,9:31:17,60482,235,https://booyah.live/vods/13906755374201310464
2887860,BlackN444,19/04/2021,18:24:01,7:28:14,60472,200,https://booyah.live/vods/13905965429546917120
2887860,BlackN444,17/04/2021,20:37:55,4:00:08,74327,318,https://booyah.live/vods/13904550100158065920
2887860,BlackN444,16/04/2021,18:43:13,10:05:49,92915,237,https://booyah.live/vods/13903748818509610240
2887860,BlackN444,15/04/2021,19:20:53,4:30:26,50714,188,https://booyah.live/vods/13903026062738908416
2887860,BlackN444,14/04/2021,20:43:29,0:47:53,11872,170,https://booyah.live/vods/13902326462109549824
2887860,BlackN444,14/04/2021,19:21:20,1:20:57,16228,109,https://booyah.live/vods/13902284123352866048
2887860,BlackN444,12/04/2021,19:38:19,7:16:51,52758,330,https://booyah.live/vods/13900808535446923776
2887860,BlackN444,10/04/2021,19:47:15,6:25:12,77930,340,https://booyah.live/vods/13899328794198184448
2887860,BlackN444,09/04/2021,17:14:46,6:43:38,60993,251,https://booyah.live/vods/13898508038967251456
2887860,BlackN444,08/04/2021,18:52:04,4:04:06,63795,192,https://booyah.live/vods/13897816017872726528
2887860,BlackN444,07/04/2021,17:54:53,5:03:52,53611,262,https://booyah.live/vods/13897044376222116352
37957346,PETIIZ,06/05/2021,17:57:16,5:26:05,13781,8,https://booyah.live/vods/13918568539939220992
37957346,PETIIZ,05/05/2021,18:37:42,5:00:59,7495,6,https://booyah.live/vods/13917847210802263552
37957346,PETIIZ,04/05/2021,18:04:17,4:02:23,9188,14,https://booyah.live/vods/13917087820821923328
37957346,PETIIZ,03/05/2021,17:44:11,5:19:00,9029,20,https://booyah.live/vods/13916335286373529088
37957346,PETIIZ,02/05/2021,17:22:04,5:17:16,26177,9,https://booyah.live/vods/13915581719236740608
37957346,PETIIZ,01/05/2021,17:07:46,5:30:11,21650,16,https://booyah.live/vods/13914832181190888704
37957346,PETIIZ,30/04/2021,17:32:32,5:27:48,42447,26,https://booyah.live/vods/13914102772993342720
37957346,PETIIZ,29/04/2021,17:25:47,4:14:56,29700,26,https://booyah.live/vods/13913357123486035200
37957346,PETIIZ,28/04/2021,17:13:47,3:54:33,26446,23,https://booyah.live/vods/13912608763326299392
37957346,PETIIZ,27/04/2021,17:13:46,4:04:15,22445,21,https://booyah.live/vods/13911866587759222016
37957346,PETIIZ,26/04/2021,17:17:42,4:15:11,17501,22,https://booyah.live/vods/13911126448904758528
37957346,PETIIZ,25/04/2021,17:00:11,7:14:36,56650,18,https://booyah.live/vods/13910375245342823680
37957346,PETIIZ,24/04/2021,17:37:31,3:20:43,7076,18,https://booyah.live/vods/13909652320457403648
37957346,PETIIZ,23/04/2021,17:14:04,4:46:42,8486,26,https://booyah.live/vods/13908898062207945984
37957346,PETIIZ,22/04/2021,17:16:52,3:16:45,3917,26,https://booyah.live/vods/13908157338013822208
37957346,PETIIZ,22/04/2021,16:41:47,0:32:52,1463,15,https://booyah.live/vods/13908139256452766976
37957346,PETIIZ,22/04/2021,16:03:55,0:35:47,946,8,https://booyah.live/vods/13908119736095022336
37957346,PETIIZ,21/04/2021,17:14:07,4:35:34,5171,10,https://booyah.live/vods/13907413743019343104
37957346,PETIIZ,20/04/2021,17:08:40,4:32:45,12284,19,https://booyah.live/vods/13906668763585060096
37957346,PETIIZ,19/04/2021,17:43:17,5:09:32,7870,9,https://booyah.live/vods/13905944434899868928
37957346,PETIIZ,18/04/2021,17:09:56,6:56:21,30387,8,https://booyah.live/vods/13905185079422057728
37957346,PETIIZ,17/04/2021,16:45:01,4:14:25,56959,12,https://booyah.live/vods/13904430070526930176
37957346,PETIIZ,16/04/2021,17:06:30,6:58:34,47400,17,https://booyah.live/vods/13903698967520623872
37957346,PETIIZ,15/04/2021,17:10:14,7:39:31,77772,27,https://booyah.live/vods/13902958726107393280
37957346,PETIIZ,14/04/2021,17:18:43,6:58:30,76641,27,https://booyah.live/vods/13902220928286498048
37957346,PETIIZ,13/04/2021,00:31:07,0:13:22,701,67,https://booyah.live/vods/13900959439382727168
37957346,PETIIZ,13/04/2021,00:09:05,0:21:17,801,59,https://booyah.live/vods/13900948085267309056
37957346,PETIIZ,12/04/2021,16:52:57,3:06:47,14576,47,https://booyah.live/vods/13900723304924717568
37957346,PETIIZ,11/04/2021,16:04:00,8:09:34,82131,43,https://booyah.live/vods/13899955908480070144
37957346,PETIIZ,10/04/2021,16:22:00,8:02:59,75215,92,https://booyah.live/vods/13899223013985065472
37957346,PETIIZ,09/04/2021,16:19:03,7:57:22,69271,83,https://booyah.live/vods/13898479319267373568
37957346,PETIIZ,08/04/2021,16:22:07,7:40:17,84513,110,https://booyah.live/vods/13897738728635576832
37957346,PETIIZ,07/04/2021,16:24:47,7:43:16,22592,164,https://booyah.live/vods/13896997932836241920
37957346,PETIIZ,06/04/2021,16:14:38,7:54:41,29485,141,https://booyah.live/vods/13896250530084899328
37957346,PETIIZ,05/04/2021,16:39:14,7:50:01,22489,85,https://booyah.live/vods/13895521039285021184
37957346,PETIIZ,04/04/2021,16:10:39,7:58:53,35002,73,https://booyah.live/vods/13894764142977919488
37957346,PETIIZ,03/04/2021,16:12:54,8:13:49,42230,78,https://booyah.live/vods/13894023129644659200
37957346,PETIIZ,02/04/2021,16:04:45,8:00:01,24809,62,https://booyah.live/vods/13893276754648240640
37957346,PETIIZ,01/04/2021,16:05:21,7:58:30,19914,71,https://booyah.live/vods/13892534894971859456
37957346,PETIIZ,31/03/2021,23:51:38,1:19:11,4019,64,https://booyah.live/vods/13892033047673037312
37957346,PETIIZ,31/03/2021,12:11:56,6:24:54,38827,50,https://booyah.live/vods/13891672425869632000
37957346,PETIIZ,30/03/2021,12:19:24,4:28:58,21675,32,https://booyah.live/vods/13890934103651430912
37957346,PETIIZ,29/03/2021,13:10:46,10:00:53,75692,38,https://booyah.live/vods/13890218404075813376
37957346,PETIIZ,28/03/2021,23:47:48,1:43:07,1616,27,https://booyah.live/vods/13889804557460746752
37957346,PETIIZ,28/03/2021,18:30:50,5:09:04,30302,50,https://booyah.live/vods/13889641201012890112
37957346,PETIIZ,28/03/2021,16:28:15,2:01:21,9638,19,https://booyah.live/vods/13889578015669453312
37957346,PETIIZ,27/03/2021,23:05:47,4:45:43,10682,31,https://booyah.live/vods/13889040736861018624
37957346,PETIIZ,26/03/2021,22:58:38,4:34:13,3572,22,https://booyah.live/vods/13888294861121780224
37957346,PETIIZ,25/03/2021,22:53:23,5:19:15,8078,21,https://booyah.live/vods/13887550007936690688
37957346,PETIIZ,24/03/2021,23:40:44,3:57:58,6096,30,https://booyah.live/vods/13886832234595824128
41874362,WEEDZAO,06/05/2021,15:07:19,5:08:47,88613,15,https://booyah.live/vods/13918480952033607168
41874362,WEEDZAO,05/05/2021,15:05:13,5:13:33,99649,36,https://booyah.live/vods/13917737696861851136
41874362,WEEDZAO,04/05/2021,15:09:00,5:04:17,105949,29,https://booyah.live/vods/13916997477183084032
41874362,WEEDZAO,03/05/2021,15:07:26,5:00:29,87172,51,https://booyah.live/vods/13916254501964879360
41874362,WEEDZAO,28/04/2021,09:56:03,8:26:22,227372,74,https://booyah.live/vods/13912383165144493312
41874362,WEEDZAO,27/04/2021,14:06:58,3:18:38,656866,180,https://booyah.live/vods/13911770312493755648
41874362,WEEDZAO,26/04/2021,14:56:41,3:10:50,372284,245,https://booyah.live/vods/13911053762456079616
41874362,WEEDZAO,23/04/2021,13:07:14,11:03:15,405492,112,https://booyah.live/vods/13908770842592138496
41874362,WEEDZAO,23/04/2021,08:47:35,4:18:21,185392,87,https://booyah.live/vods/13908637023910288640
41874362,WEEDZAO,22/04/2021,17:16:52,3:33:44,81468,142,https://booyah.live/vods/13908157333961856256
41874362,WEEDZAO,22/04/2021,16:41:48,0:32:53,25882,98,https://booyah.live/vods/13908139263348641024
41874362,WEEDZAO,22/04/2021,15:08:03,1:31:38,18150,55,https://booyah.live/vods/13908090945376705792
41874362,WEEDZAO,21/04/2021,15:01:56,5:26:38,59297,52,https://booyah.live/vods/13907345621977629952
41874362,WEEDZAO,20/04/2021,15:04:01,5:35:50,71040,44,https://booyah.live/vods/13906604521947268352
41874362,WEEDZAO,19/04/2021,15:00:39,5:49:15,76906,34,https://booyah.live/vods/13905860619762277632
41874362,WEEDZAO,16/04/2021,15:03:54,6:32:06,163925,56,https://booyah.live/vods/13903635779600872704
41874362,WEEDZAO,15/04/2021,15:55:46,5:48:04,147482,65,https://booyah.live/vods/13902920343905119488
41874362,WEEDZAO,14/04/2021,15:16:55,5:52:19,173821,75,https://booyah.live/vods/13902158148514723072
41874362,WEEDZAO,12/04/2021,15:05:28,6:36:24,89485,129,https://booyah.live/vods/13900667908453237248
41874362,WEEDZAO,09/04/2021,15:04:06,6:21:00,111196,130,https://booyah.live/vods/13898440690674838016
41874362,WEEDZAO,08/04/2021,15:08:51,6:29:36,87876,99,https://booyah.live/vods/13897700972836663808
41874362,WEEDZAO,07/04/2021,15:05:56,5:55:41,73079,93,https://booyah.live/vods/13896957291204880896
41874362,WEEDZAO,06/04/2021,15:02:04,6:13:07,82390,90,https://booyah.live/vods/13896213136203956736
41874362,WEEDZAO,05/04/2021,15:06:13,5:25:13,86181,56,https://booyah.live/vods/13895473103020630528
41874362,WEEDZAO,02/04/2021,15:08:30,6:10:01,71909,46,https://booyah.live/vods/13893247771865027072
41874362,WEEDZAO,01/04/2021,18:52:34,2:53:44,42333,87,https://booyah.live/vods/13892621084496257536
41874362,WEEDZAO,01/04/2021,15:13:00,3:38:28,53999,29,https://booyah.live/vods/13892507913416790528
41874362,WEEDZAO,31/03/2021,15:03:01,5:53:29,138926,36,https://booyah.live/vods/13891760599148933632
41874362,WEEDZAO,30/03/2021,15:25:55,7:44:34,193450,65,https://booyah.live/vods/13891030235766237696
41874362,WEEDZAO,29/03/2021,15:00:59,5:49:07,115337,49,https://booyah.live/vods/13890275210654990848
41874362,WEEDZAO,26/03/2021,15:06:11,5:38:57,53140,53,https://booyah.live/vods/13888051378452871680
41874362,WEEDZAO,25/03/2021,15:09:10,5:35:10,75334,44,https://booyah.live/vods/13887310752102990336
41874362,WEEDZAO,24/03/2021,15:03:55,6:20:57,91599,42,https://booyah.live/vods/13886565873927791104
41874362,WEEDZAO,23/03/2021,15:03:41,6:13:01,17487,54,https://booyah.live/vods/13885823581030136320
41874362,WEEDZAO,22/03/2021,14:52:51,4:52:50,44914,63,https://booyah.live/vods/13885075824471826944
41874362,WEEDZAO,19/03/2021,14:53:49,8:48:57,214260,69,https://booyah.live/vods/13882849817112035840
41874362,WEEDZAO,18/03/2021,15:16:35,4:57:19,52736,114,https://booyah.live/vods/13882119376763408896
41874362,WEEDZAO,17/03/2021,16:38:24,5:40:19,46711,58,https://booyah.live/vods/13881419378077880832
41874362,WEEDZAO,16/03/2021,15:02:30,6:26:31,14911,79,https://booyah.live/vods/13880627778854408704
41874362,WEEDZAO,15/03/2021,15:45:53,5:29:35,78158,69,https://booyah.live/vods/13879907971435272704
41874362,WEEDZAO,14/03/2021,18:35:53,6:19:20,241350,64,https://booyah.live/vods/13879253415785783808
41874362,WEEDZAO,13/03/2021,16:31:28,6:08:55,146259,75,https://booyah.live/vods/13878447124301834752
41874362,WEEDZAO,13/03/2021,16:29:32,0:00:36,448,63,https://booyah.live/vods/13878446122718376448
41874362,WEEDZAO,13/03/2021,15:29:29,0:56:12,1923,61,https://booyah.live/vods/13878415175574456832
41874362,WEEDZAO,12/03/2021,15:10:13,10:04:32,277132,53,https://booyah.live/vods/13877663074507090432
41874362,WEEDZAO,11/03/2021,16:24:13,3:38:04,51968,99,https://booyah.live/vods/13876959029793954304
41874362,WEEDZAO,11/03/2021,15:01:50,1:21:19,22212,37,https://booyah.live/vods/13876916586591824384
41874362,WEEDZAO,10/03/2021,15:00:44,5:22:27,94837,39,https://booyah.live/vods/13876173844005990912
41874362,WEEDZAO,09/03/2021,15:02:56,5:18:23,127959,56,https://booyah.live/vods/13875432814256531968
41874362,WEEDZAO,08/03/2021,18:48:56,2:46:01,149129,48,https://booyah.live/vods/13874807117984178688
55260424,L3VI,06/05/2021,15:00:29,2:59:52,25908,194,https://booyah.live/vods/13918477429959063040
55260424,L3VI,05/05/2021,15:00:20,1:34:22,13327,236,https://booyah.live/vods/13917735177830024704
55260424,L3VI,04/05/2021,16:04:09,1:56:32,8700,355,https://booyah.live/vods/13917025905278004736
55260424,L3VI,04/05/2021,15:00:11,1:02:38,9032,183,https://booyah.live/vods/13916992935230039552
55260424,L3VI,03/05/2021,15:31:14,2:50:56,16495,633,https://booyah.live/vods/13916266761923915264
60250188,Fluxo,06/05/2021,15:50:32,3:27:54,81419,86,https://booyah.live/vods/13918503221800613376
60250188,Fluxo,05/05/2021,16:17:04,3:22:25,97063,149,https://booyah.live/vods/13917774732356912640
60250188,Fluxo,04/05/2021,15:44:14,3:34:06,163903,450,https://booyah.live/vods/13917015635675735552
55769492,Jean Mago,06/05/2021,18:14:21,4:11:41,16552,46,https://booyah.live/vods/13918577349697631744
55769492,Jean Mago,05/05/2021,18:38:26,4:59:25,20129,30,https://booyah.live/vods/13917847584036738560
55769492,Jean Mago,03/05/2021,19:52:37,6:21:43,20091,37,https://booyah.live/vods/13916401485023032832
55769492,Jean Mago,29/04/2021,19:45:10,6:14:38,20898,67,https://booyah.live/vods/13913428957124572416
55769492,Jean Mago,26/04/2021,22:52:47,4:09:43,17858,55,https://booyah.live/vods/13911299142954659072
55769492,Jean Mago,24/04/2021,19:53:32,6:32:45,24006,99,https://booyah.live/vods/13909722417092021504
55769492,Jean Mago,22/04/2021,19:54:26,7:31:32,27501,92,https://booyah.live/vods/13908238544042372352
55769492,Jean Mago,21/04/2021,20:03:46,5:51:41,25693,77,https://booyah.live/vods/13907501184585264384
55769492,Jean Mago,20/04/2021,06:28:06,5:34:09,24944,169,https://booyah.live/vods/13906338618945608960
55769492,Jean Mago,15/04/2021,20:09:19,5:59:20,8891,361,https://booyah.live/vods/13903051018284961024
55769492,Jean Mago,14/04/2021,23:48:30,2:48:06,14200,213,https://booyah.live/vods/13902421815734992128
55769492,Jean Mago,14/04/2021,23:04:44,0:41:34,5302,78,https://booyah.live/vods/13902399263046143232
55769492,Jean Mago,13/04/2021,21:18:37,0:30:36,11187,482,https://booyah.live/vods/13901602397925214720
54057351,supr1se,06/05/2021,12:49:26,7:57:10,5338,2,https://booyah.live/vods/13918409883730630144
54057351,supr1se,06/05/2021,09:17:27,2:50:27,1839,3,https://booyah.live/vods/13918300626263680512
54057351,supr1se,05/05/2021,16:41:41,4:16:19,1937,4,https://booyah.live/vods/13917787416460133888
54057351,supr1se,05/05/2021,09:27:05,3:52:43,3830,1,https://booyah.live/vods/13917563422709151232
54057351,supr1se,04/05/2021,12:11:32,2:53:38,1578,4,https://booyah.live/vods/13916906015259733504
54057351,supr1se,04/05/2021,09:23:31,2:46:51,894,1,https://booyah.live/vods/13916819413611023872
54057351,supr1se,03/05/2021,01:19:42,8:09:03,6145,4,https://booyah.live/vods/13915827891411265024
54057351,supr1se,30/04/2021,09:02:41,0:12:51,168,9,https://booyah.live/vods/13913840000191409408
54057351,supr1se,29/04/2021,08:29:42,7:57:53,10183,4,https://booyah.live/vods/13913080827694349568
54057351,supr1se,28/04/2021,09:10:36,6:33:12,4261,6,https://booyah.live/vods/13912359734000708864
54057351,supr1se,27/04/2021,08:30:35,8:24:36,6727,12,https://booyah.live/vods/13911596943186529536
54057351,supr1se,26/04/2021,09:23:31,9:04:39,9394,8,https://booyah.live/vods/13910882050477352192
54057351,supr1se,23/04/2021,08:27:14,6:31:08,8592,10,https://booyah.live/vods/13908626533193190656
54057351,supr1se,22/04/2021,01:01:21,8:29:33,10796,14,https://booyah.live/vods/13907654559570242816
54057351,supr1se,21/04/2021,09:04:57,6:54:54,4351,10,https://booyah.live/vods/13907161629101077760
54057351,supr1se,20/04/2021,08:43:31,10:02:48,10553,10,https://booyah.live/vods/13906408412768056576
54057351,supr1se,19/04/2021,09:02:17,8:22:39,19709,9,https://booyah.live/vods/13905675914399821056
54057351,supr1se,17/04/2021,08:18:46,9:39:53,30862,14,https://booyah.live/vods/13904169148403109120
54057351,supr1se,16/04/2021,08:26:17,6:12:33,6301,15,https://booyah.live/vods/13903430851117106432
54057351,supr1se,15/04/2021,12:24:38,5:55:03,14519,16,https://booyah.live/vods/13902811526815288576
54057351,supr1se,15/04/2021,12:19:08,0:04:59,198,14,https://booyah.live/vods/13902808691289330944
54057351,supr1se,15/04/2021,11:20:12,0:58:17,1415,8,https://booyah.live/vods/13902778318564404480
54057351,supr1se,15/04/2021,07:26:54,3:52:11,3100,10,https://booyah.live/vods/13902658076567534848
54057351,supr1se,13/04/2021,05:39:28,1:52:42,742,10,https://booyah.live/vods/13901118366267253248
54057351,supr1se,13/04/2021,05:35:56,0:02:30,21,11,https://booyah.live/vods/13901116541660946944
54057351,supr1se,12/04/2021,06:25:37,9:09:39,5167,10,https://booyah.live/vods/13900399980625746432
54057351,supr1se,10/04/2021,07:29:52,10:25:56,4359,7,https://booyah.live/vods/13898948755820249600
54057351,supr1se,09/04/2021,05:21:12,10:50:24,582,8,https://booyah.live/vods/13898140266571520512
54057351,supr1se,08/04/2021,07:58:15,10:00:34,6059,6,https://booyah.live/vods/13897479037648998912
54057351,supr1se,07/04/2021,13:45:32,5:04:42,1565,18,https://booyah.live/vods/13896915856220350976
54057351,supr1se,07/04/2021,08:41:20,5:02:42,3053,11,https://booyah.live/vods/13896759072046916096
